name,class,year,week,weeks_since,show_count,current_overall_average,current_me_average,current_ve_average,current_m_average,current_v_average,last_show_overall_score,last_show_me_score,last_show_ve_score,last_show_m_score,last_show_v_score,overall score,me score,ve score,m score,v score,last_overall_jump,last_me_jump,last_ve_jump,last_m_jump,last_v_jump,last_2_overall_average,last_2_me_average,last_2_ve_average,last_2_m_average,last_2_v_average
Breakwater Performing Arts,PIA,2025,12,1,5,76.185,23.385,14.92,22.8,15.08,77.925,23.325,15.5,23.8,15.3,80.525,24.825,15.95,23.7,16.05,-0.475,-0.375,0.1,-0.1,-0.1,78.162,23.512,15.45,23.85,15.35
Carolina Storm Indoor Percussion,PIA,2025,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.8,21.9,14.4,22.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carolina Storm Indoor Percussion,PIA,2025,12,6,1,72.8,21.9,14.4,22.0,14.5,72.8,21.9,14.4,22.0,14.5,77.5,23.7,15.35,22.8,15.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Central Bucks School District,PIA,2025,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,21.0,22.2,13.2,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Central Bucks School District,PIA,2025,8,1,1,70.0,21.0,22.2,13.2,13.6,70.0,21.0,22.2,13.2,13.6,75.45,23.3,23.55,14.4,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Central Bucks School District,PIA,2025,10,2,2,72.725,22.15,22.875,13.8,13.9,75.45,23.3,23.55,14.4,14.2,77.1,25.1,21.3,15.2,15.5,5.45,2.3,1.35,1.2,0.6,72.725,22.15,22.875,13.8,13.9
Central Bucks School District,PIA,2025,11,1,3,74.183,23.133,22.35,14.267,14.433,77.1,25.1,21.3,15.2,15.5,76.35,24.4,21.75,15.0,15.2,1.65,1.8,-2.25,0.8,1.3,76.275,24.2,22.425,14.8,14.85
Cornell University,PIA,2025,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.15,20.4,19.95,12.6,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cornell University,PIA,2025,10,4,1,65.15,20.4,19.95,12.6,12.2,59.4,19.5,16.8,11.7,11.4,70.35,21.8,21.15,13.3,14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cornerstone Percussion,PIA,2025,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.65,23.25,15.2,21.5,14.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cornerstone Percussion,PIA,2025,7,2,1,74.65,23.25,15.2,21.5,14.7,74.65,23.25,15.2,21.5,14.7,77.05,22.35,15.9,22.5,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cornerstone Percussion,PIA,2025,8,1,2,75.85,22.8,15.55,22.0,15.5,77.05,22.35,15.9,22.5,16.3,82.65,25.05,16.6,24.9,16.1,2.4,-0.9,0.7,1.0,1.6,75.85,22.8,15.55,22.0,15.5
Cornerstone Percussion,PIA,2025,9,1,3,78.117,23.55,15.9,22.967,15.7,82.65,25.05,16.6,24.9,16.1,79.85,24.45,15.65,23.7,16.05,5.6,2.7,0.7,2.4,-0.2,79.85,23.7,16.25,23.7,16.2
Cornerstone Percussion,PIA,2025,10,1,4,78.55,23.775,15.838,23.15,15.788,79.85,24.45,15.65,23.7,16.05,81.55,24.15,15.8,24.3,17.3,-2.8,-0.6,-0.95,-1.2,-0.05,81.25,24.75,16.125,24.3,16.075
Cornerstone Percussion,PIA,2025,11,1,5,79.15,23.85,15.83,23.38,16.09,81.55,24.15,15.8,24.3,17.3,81.9,24.45,15.9,25.15,16.4,1.7,-0.3,0.15,0.6,1.25,80.7,24.3,15.725,24.0,16.675
ECR Independent,PIA,2025,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.45,22.35,13.4,20.9,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECR Independent,PIA,2025,6,4,1,69.45,22.35,13.4,20.9,12.8,69.45,22.35,13.4,20.9,12.8,74.25,22.05,14.9,22.3,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECR Independent,PIA,2025,8,2,2,71.85,22.2,14.15,21.6,13.9,74.25,22.05,14.9,22.3,15.0,81.4,25.2,16.3,24.5,15.4,4.8,-0.3,1.5,1.4,2.2,71.85,22.2,14.15,21.6,13.9
ECR Independent,PIA,2025,9,1,3,75.033,23.2,14.867,22.567,14.4,81.4,25.2,16.3,24.5,15.4,81.15,25.2,15.75,24.5,15.7,7.15,3.15,1.4,2.2,0.4,77.825,23.625,15.6,23.4,15.2
ECR Independent,PIA,2025,10,1,4,76.562,23.7,15.088,23.05,14.725,81.15,25.2,15.75,24.5,15.7,83.6,24.9,16.9,25.4,16.4,-0.25,0.0,-0.55,0.0,0.3,81.275,25.2,16.025,24.5,15.55
ECR Independent,PIA,2025,11,1,5,77.97,23.94,15.45,23.52,15.06,83.6,24.9,16.9,25.4,16.4,85.4,25.65,17.3,25.8,16.65,2.45,-0.3,1.15,0.9,0.7,82.375,25.05,16.325,24.95,16.05
El Ritmo Independent Percussion,PIA,2025,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.15,19.2,21.75,14.2,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El Ritmo Independent Percussion,PIA,2025,6,2,1,71.15,19.2,21.75,14.2,16.0,71.15,19.2,21.75,14.2,16.0,75.7,22.3,21.9,14.9,16.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El Ritmo Independent Percussion,PIA,2025,8,2,2,73.425,20.75,21.825,14.55,16.3,75.7,22.3,21.9,14.9,16.6,79.9,23.7,23.7,16.2,16.3,4.55,3.1,0.15,0.7,0.6,73.425,20.75,21.825,14.55,16.3
El Ritmo Independent Percussion,PIA,2025,9,1,3,75.583,21.733,22.45,15.1,16.3,79.9,23.7,23.7,16.2,16.3,83.1,25.2,23.4,17.4,17.1,4.2,1.4,1.8,1.3,-0.3,77.8,23.0,22.8,15.55,16.45
El Ritmo Independent Percussion,PIA,2025,10,1,4,77.462,22.6,22.688,15.675,16.5,83.1,25.2,23.4,17.4,17.1,82.25,25.3,24.15,16.6,16.2,3.2,1.5,-0.3,1.2,0.8,81.5,24.45,23.55,16.8,16.7
Hanford,PIA,2025,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.15,19.2,21.75,14.2,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hanford,PIA,2025,6,2,1,71.15,19.2,21.75,14.2,16.0,71.15,19.2,21.75,14.2,16.0,75.7,22.3,21.9,14.9,16.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hanford,PIA,2025,8,2,2,73.425,20.75,21.825,14.55,16.3,75.7,22.3,21.9,14.9,16.6,79.9,23.7,23.7,16.2,16.3,4.55,3.1,0.15,0.7,0.6,73.425,20.75,21.825,14.55,16.3
Hanford,PIA,2025,9,1,3,75.583,21.733,22.45,15.1,16.3,79.9,23.7,23.7,16.2,16.3,83.1,25.2,23.4,17.4,17.1,4.2,1.4,1.8,1.3,-0.3,77.8,23.0,22.8,15.55,16.45
Hanford,PIA,2025,10,1,4,77.462,22.6,22.688,15.675,16.5,83.1,25.2,23.4,17.4,17.1,82.25,25.3,24.15,16.6,16.2,3.2,1.5,-0.3,1.2,0.8,81.5,24.45,23.55,16.8,16.7
Horizon Percussion,PIA,2025,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.15,20.85,15.0,20.4,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Horizon Percussion,PIA,2025,5,1,1,71.15,20.85,15.0,20.4,14.9,71.15,20.85,15.0,20.4,14.9,75.6,21.0,15.4,23.6,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Horizon Percussion,PIA,2025,7,2,2,73.375,20.925,15.2,22.0,15.25,75.6,21.0,15.4,23.6,15.6,78.05,22.05,17.2,21.9,16.9,4.45,0.15,0.4,3.2,0.7,73.375,20.925,15.2,22.0,15.25
Horizon Percussion,PIA,2025,9,2,3,74.933,21.3,15.867,21.967,15.8,78.05,22.05,17.2,21.9,16.9,82.7,25.2,16.7,24.2,16.6,2.45,1.05,1.8,-1.7,1.3,76.825,21.525,16.3,22.75,16.25
Horizon Percussion,PIA,2025,10,1,4,76.875,22.275,16.075,22.525,16.0,82.7,25.2,16.7,24.2,16.6,82.5,24.9,17.6,23.2,16.8,4.65,3.15,-0.5,2.3,-0.3,80.375,23.625,16.95,23.05,16.75
Horizon Percussion,PIA,2025,13,3,5,78.0,22.8,16.38,22.66,16.16,82.5,24.9,17.6,23.2,16.8,88.1,26.4,18.5,24.7,18.5,-0.2,-0.3,0.9,-1.0,0.2,82.6,25.05,17.15,23.7,16.7
IGNITE Winter Percussion,PIA,2025,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.4,22.2,14.0,20.6,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGNITE Winter Percussion,PIA,2025,7,1,1,70.4,22.2,14.0,20.6,13.6,70.4,22.2,14.0,20.6,13.6,62.45,18.45,11.7,18.8,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGNITE Winter Percussion,PIA,2025,9,2,2,66.425,20.325,12.85,19.7,13.55,62.45,18.45,11.7,18.8,13.5,69.9,20.85,13.35,21.55,14.15,-7.95,-3.75,-2.3,-1.8,-0.1,66.425,20.325,12.85,19.7,13.55
IGNITE Winter Percussion,PIA,2025,10,1,3,67.583,20.5,13.017,20.317,13.75,69.9,20.85,13.35,21.55,14.15,74.625,21.825,14.95,22.75,15.1,7.45,2.4,1.65,2.75,0.65,66.175,19.65,12.525,20.175,13.825
Kannapolis Independent,PIA,2025,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.9,24.3,15.8,23.6,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kannapolis Independent,PIA,2025,12,6,1,78.9,24.3,15.8,23.6,15.2,78.9,24.3,15.8,23.6,15.2,88.451,27.15,17.1,26.7,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lake Effect Percussion,PIA,2025,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.35,22.65,15.0,22.1,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lake Effect Percussion,PIA,2025,7,1,1,75.35,22.65,15.0,22.1,15.6,75.35,22.65,15.0,22.1,15.6,78.5,24.3,16.6,22.0,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lake Effect Percussion,PIA,2025,10,3,2,76.925,23.475,15.8,22.05,15.6,78.5,24.3,16.6,22.0,15.6,82.85,25.05,17.2,24.6,16.0,3.15,1.65,1.6,-0.1,0.0,76.925,23.475,15.8,22.05,15.6
Lake Effect Percussion,PIA,2025,11,1,3,78.9,24.0,16.267,22.9,15.733,82.85,25.05,17.2,24.6,16.0,84.95,25.2,17.3,26.1,16.35,4.35,0.75,0.6,2.6,0.4,80.675,24.675,16.9,23.3,15.8
Lake Effect Percussion,PIA,2025,12,1,4,80.412,24.3,16.525,23.7,15.888,84.95,25.2,17.3,26.1,16.35,89.5,27.3,18.0,26.525,17.675,2.1,0.15,0.1,1.5,0.35,83.9,25.125,17.25,25.35,16.175
Lakeville Area Percussion,PIA,2025,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.75,21.15,14.6,19.9,14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lakeville Area Percussion,PIA,2025,4,2,1,69.75,21.15,14.6,19.9,14.1,69.75,21.15,14.6,19.9,14.1,74.25,24.45,13.6,22.4,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lakeville Area Percussion,PIA,2025,7,3,2,72.0,22.8,14.1,21.15,13.95,74.25,24.45,13.6,22.4,13.8,77.3,23.4,15.7,22.7,15.5,4.5,3.3,-1.0,2.5,-0.3,72.0,22.8,14.1,21.15,13.95
Lakeville Area Percussion,PIA,2025,10,3,3,73.767,23.0,14.633,21.667,14.467,77.3,23.4,15.7,22.7,15.5,84.725,25.725,16.65,25.3,17.05,3.05,-1.05,2.1,0.3,1.7,75.775,23.925,14.65,22.55,14.65
Lakeville Area Percussion,PIA,2025,11,1,4,76.506,23.681,15.138,22.575,15.112,84.725,25.725,16.65,25.3,17.05,86.788,25.688,17.15,26.65,17.3,7.425,2.325,0.95,2.6,1.55,81.012,24.562,16.175,24.0,16.275
Lakeville Area Percussion,PIA,2025,12,1,5,78.563,24.083,15.54,23.39,15.55,86.788,25.688,17.15,26.65,17.3,86.026,26.1,17.125,26.0,16.8,2.063,-0.037,0.5,1.35,0.25,85.756,25.706,16.9,25.975,17.175
Legacy Percussion,PIA,2025,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.4,21.9,14.0,22.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Legacy Percussion,PIA,2025,12,7,1,72.4,21.9,14.0,22.0,14.5,72.4,21.9,14.0,22.0,14.5,83.201,24.75,16.5,24.925,17.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M3,PIA,2025,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.75,25.05,17.2,25.2,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M3,PIA,2025,12,5,1,83.75,25.05,17.2,25.2,16.3,83.75,25.05,17.2,25.2,16.3,93.9,28.5,18.6,28.25,18.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nomad Indoor,PIA,2025,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.4,24.6,16.8,24.2,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nomad Indoor,PIA,2025,12,6,1,82.4,24.6,16.8,24.2,16.8,82.4,24.6,16.8,24.2,16.8,92.65,28.275,18.525,27.7,18.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Star Independent,PIA,2025,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.2,24.3,15.9,23.5,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Star Independent,PIA,2025,10,3,1,80.2,24.3,15.9,23.5,16.5,80.2,24.3,15.9,23.5,16.5,84.85,26.25,17.4,24.3,16.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Star Independent,PIA,2025,12,2,2,82.525,25.275,16.65,23.9,16.7,84.85,26.25,17.4,24.3,16.9,88.875,26.325,17.35,27.4,17.8,4.65,1.95,1.5,0.8,0.4,82.525,25.275,16.65,23.9,16.7
North Star Independent,PIA,2025,13,1,3,84.642,25.625,16.883,25.067,17.067,88.875,26.325,17.35,27.4,17.8,89.7,27.0,18.7,25.2,18.8,4.025,0.075,-0.05,3.1,0.9,86.862,26.288,17.375,25.85,17.35
Owatonna High School,PIA,2025,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.15,19.05,12.9,18.3,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Owatonna High School,PIA,2025,4,2,1,63.15,19.05,12.9,18.3,12.9,63.15,19.05,12.9,18.3,12.9,62.95,19.05,11.8,19.8,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quad City Percussion,PIA,2025,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.45,22.35,12.6,20.2,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quad City Percussion,PIA,2025,6,2,1,67.45,22.35,12.6,20.2,12.3,67.45,22.35,12.6,20.2,12.3,70.8,21.3,14.8,21.4,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quad City Percussion,PIA,2025,7,1,2,69.125,21.825,13.7,20.8,12.8,70.8,21.3,14.8,21.4,13.3,72.3,21.9,15.2,20.6,14.6,3.35,-1.05,2.2,1.2,1.0,69.125,21.825,13.7,20.8,12.8
Quad City Percussion,PIA,2025,10,3,3,70.183,21.85,14.2,20.733,13.4,72.3,21.9,15.2,20.6,14.6,80.075,24.675,15.5,24.15,15.75,1.5,0.6,0.4,-0.8,1.3,71.55,21.6,15.0,21.0,13.95
Quad City Percussion,PIA,2025,11,1,4,72.656,22.556,14.525,21.588,13.988,80.075,24.675,15.5,24.15,15.75,81.225,24.675,15.55,25.05,15.95,7.775,2.775,0.3,3.55,1.15,76.188,23.288,15.35,22.375,15.175
Quad City Percussion,PIA,2025,12,1,5,74.37,22.98,14.73,22.28,14.38,81.225,24.675,15.55,25.05,15.95,76.475,23.25,15.6,23.325,14.3,1.15,0.0,0.05,0.9,0.2,80.65,24.675,15.525,24.6,15.85
Rochester Institute of Technology (RIT),PIA,2025,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.45,20.4,20.55,13.2,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rochester Institute of Technology (RIT),PIA,2025,10,8,1,66.45,20.4,20.55,13.2,12.3,58.55,17.6,17.25,12.2,11.5,62.8,18.9,18.6,12.3,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rochester Lourdes Drumline,PIA,2025,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.35,24.15,16.9,23.7,16.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rochester Lourdes Drumline,PIA,2025,12,5,1,81.35,24.15,16.9,23.7,16.6,81.35,24.15,16.9,23.7,16.6,83.926,25.5,16.75,25.35,16.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rochester Lourdes High School,PIA,2025,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.9,23.4,13.1,21.7,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rochester Lourdes High School,PIA,2025,10,6,1,71.9,23.4,13.1,21.7,13.7,71.9,23.4,13.1,21.7,13.7,82.95,24.45,16.45,25.15,16.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rochester Lourdes High School,PIA,2025,11,1,2,77.425,23.925,14.775,23.425,15.3,82.95,24.45,16.45,25.15,16.9,85.75,24.9,16.75,26.45,17.65,11.05,1.05,3.35,3.45,3.2,77.425,23.925,14.775,23.425,15.3
Valley Independent Percussion,PIA,2025,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.85,21.7,19.65,16.1,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valley Independent Percussion,PIA,2025,4,2,1,72.85,21.7,19.65,16.1,15.4,72.85,21.7,19.65,16.1,15.4,72.1,19.8,21.6,15.2,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valley Independent Percussion,PIA,2025,6,2,2,72.475,20.75,20.625,15.65,15.45,72.1,19.8,21.6,15.2,15.5,75.8,23.0,21.3,15.0,16.5,-0.75,-1.9,1.95,-0.9,0.1,72.475,20.75,20.625,15.65,15.45
Valley Independent Percussion,PIA,2025,8,2,3,73.583,21.5,20.85,15.433,15.8,75.8,23.0,21.3,15.0,16.5,76.2,24.1,20.7,15.6,15.8,3.7,3.2,-0.3,-0.2,1.0,73.95,21.4,21.45,15.1,16.0
Valley Independent Percussion,PIA,2025,9,1,4,74.238,22.15,20.812,15.475,15.8,76.2,24.1,20.7,15.6,15.8,79.55,24.3,22.05,17.1,16.1,0.4,1.1,-0.6,0.6,-0.7,76.0,23.55,21.0,15.3,16.15
Valley Independent Percussion,PIA,2025,10,1,5,75.3,22.58,21.06,15.8,15.86,79.55,24.3,22.05,17.1,16.1,79.65,24.7,22.95,16.2,15.8,3.35,0.2,1.35,1.5,0.3,77.875,24.2,21.375,16.35,15.95
Vortex Percussion,PIA,2025,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.05,23.25,14.3,21.4,14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vortex Percussion,PIA,2025,7,2,1,73.05,23.25,14.3,21.4,14.1,73.05,23.25,14.3,21.4,14.1,77.75,23.85,14.9,24.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vortex Percussion,PIA,2025,9,2,2,75.4,23.55,14.6,22.7,14.55,77.75,23.85,14.9,24.0,15.0,81.0,25.5,14.5,24.3,16.7,4.7,0.6,0.6,2.6,0.9,75.4,23.55,14.6,22.7,14.55
Vortex Percussion,PIA,2025,11,2,3,77.267,24.2,14.567,23.233,15.267,81.0,25.5,14.5,24.3,16.7,82.05,25.95,16.7,24.0,15.4,3.25,1.65,-0.4,0.3,1.7,79.375,24.675,14.7,24.15,15.85
Vortex Percussion,PIA,2025,12,1,4,78.462,24.638,15.1,23.425,15.3,82.05,25.95,16.7,24.0,15.4,84.226,26.025,17.0,24.35,16.85,1.05,0.45,2.2,-0.3,-1.3,81.525,25.725,15.6,24.15,16.05
Arcadia HS,PSW,2026,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.55,24.15,15.8,22.6,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arcadia HS,PSW,2026,4,3,1,78.55,24.15,15.8,22.6,16.0,78.55,24.15,15.8,22.6,16.0,85.65,26.25,16.6,26.2,16.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arcadia HS,PSW,2026,5,1,2,82.1,25.2,16.2,24.4,16.3,85.65,26.25,16.6,26.2,16.6,87.2,26.4,17.6,26.6,16.6,7.1,2.1,0.8,3.6,0.6,82.1,25.2,16.2,24.4,16.3
Arcadia HS,PSW,2026,7,2,3,83.8,25.6,16.667,25.133,16.4,87.2,26.4,17.6,26.6,16.6,89.45,27.15,18.15,25.95,18.2,1.55,0.15,1.0,0.4,0.0,86.425,26.325,17.1,26.4,16.6
Arcadia HS,PSW,2026,9,2,4,85.212,25.987,17.038,25.338,16.85,89.45,27.15,18.15,25.95,18.2,93.55,28.05,18.9,28.3,18.3,2.25,0.75,0.55,-0.65,1.6,88.325,26.775,17.875,26.275,17.4
Avon High School,PSW,2026,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.9,25.2,16.5,24.4,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avon High School,PSW,2026,6,2,1,82.9,25.2,16.5,24.4,16.8,82.9,25.2,16.5,24.4,16.8,88.45,25.65,18.0,26.9,17.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avon High School,PSW,2026,8,2,2,85.675,25.425,17.25,25.65,17.35,88.45,25.65,18.0,26.9,17.9,91.688,27.337,18.55,27.65,18.15,5.55,0.45,1.5,2.5,1.1,85.675,25.425,17.25,25.65,17.35
Avon High School,PSW,2026,9,1,3,87.679,26.062,17.683,26.317,17.617,91.688,27.337,18.55,27.65,18.15,93.425,28.275,18.7,27.7,18.75,3.238,1.687,0.55,0.75,0.25,90.069,26.493,18.275,27.275,18.025
Ayala HS,PSW,2026,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,26.1,17.1,24.3,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ayala HS,PSW,2026,3,1,1,84.0,26.1,17.1,24.3,16.5,84.0,26.1,17.1,24.3,16.5,83.05,25.35,17.1,23.7,16.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ayala HS,PSW,2026,5,2,2,83.525,25.725,17.1,24.0,16.7,83.05,25.35,17.1,23.7,16.9,88.6,26.7,18.0,26.4,17.5,-0.95,-0.75,0.0,-0.6,0.4,83.525,25.725,17.1,24.0,16.7
Ayala HS,PSW,2026,7,2,3,85.217,26.05,17.4,24.8,16.967,88.6,26.7,18.0,26.4,17.5,90.375,27.15,18.65,26.025,18.55,5.55,1.35,0.9,2.7,0.6,85.825,26.025,17.55,25.05,17.2
Ayala HS,PSW,2026,9,2,4,86.506,26.325,17.712,25.106,17.362,90.375,27.15,18.65,26.025,18.55,92.3,27.75,18.95,27.6,18.0,1.775,0.45,0.65,-0.375,1.05,89.488,26.925,18.325,26.212,18.025
Bridgeland HS,PSW,2026,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,25.95,16.85,25.55,16.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bridgeland HS,PSW,2026,8,3,1,85.0,25.95,16.85,25.55,16.65,85.0,25.95,16.85,25.55,16.65,91.325,27.825,18.35,27.15,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brownsburg High School Winter Percussion,PSW,2026,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.6,24.0,14.6,23.3,14.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brownsburg High School Winter Percussion,PSW,2026,4,2,1,76.6,24.0,14.6,23.3,14.7,76.6,24.0,14.6,23.3,14.7,76.55,23.25,14.3,23.6,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brownsburg High School Winter Percussion,PSW,2026,8,4,2,76.575,23.625,14.45,23.45,15.05,76.55,23.25,14.3,23.6,15.4,85.625,25.575,17.4,25.7,16.95,-0.05,-0.75,-0.3,0.3,0.7,76.575,23.625,14.45,23.45,15.05
Brownsburg High School Winter Percussion,PSW,2026,9,1,3,79.592,24.275,15.433,24.2,15.683,85.625,25.575,17.4,25.7,16.95,85.175,25.725,17.6,24.6,17.25,9.075,2.325,3.1,2.1,1.55,81.088,24.412,15.85,24.65,16.175
Byrnes HS,PSW,2026,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.2,21.75,14.4,22.85,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Byrnes HS,PSW,2026,8,3,1,74.2,21.75,14.4,22.85,15.2,74.2,21.75,14.4,22.85,15.2,80.675,24.675,15.4,24.7,15.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
