year,month,day,class,name,overall score,music effect,visual effect,music,visual
2018,February,3,PHSSO,Lemoore HS Percussion,60.75,16.9,18.45,12.6,12.8
2016,March,19,PRA,Quakertown,85.55,25.9,26.25,16.4,17.0
2016,March,19,PRA,Highland,81.1,26.0,24.6,15.2,15.3
2016,March,19,PRA,Upper Dublin,77.15,24.6,22.65,15.1,14.8
2016,March,19,PRA,Kensington CAPA,79.35,25.1,23.85,16.1,14.3
2019,February,23,PSA,Central Dauphin School District,80.05,25.05,16.5,21.8,16.7
2019,February,23,PSA,Woodbridge Senior HS,77.8,23.85,15.7,22.35,15.9
2019,February,23,PSA,Green Hope HS,78.4,24.3,16.1,21.9,16.1
2019,February,23,PSA,Brookville HS,76.2,23.4,15.9,20.5,16.4
2019,February,23,PSA,Yorktown HS,73.9,22.2,14.7,21.3,15.7
2019,February,23,PSA,South Granville HS,71.551,21.75,14.9,19.7,15.2
2019,February,23,PSA,Ocean Lakes HS,70.501,21.0,14.5,20.3,14.7
2019,February,23,PSA,James River HS,66.101,19.5,13.8,19.2,13.6
2019,February,23,PSA,Powhatan MS,64.401,18.6,13.2,19.4,13.2
2019,February,23,PIA,Gate City Percussion,70.5,21.0,14.6,20.1,14.8
2019,February,23,PSO,Governor Thomas Johnson HS,78.95,23.85,15.8,23.6,15.7
2019,February,23,PSO,Powhatan HS,77.85,23.55,15.0,24.4,14.9
2019,February,23,PSO,Chantilly HS,75.25,22.95,15.1,22.0,15.2
2019,February,23,PSO,Freedom HS,74.2,22.2,14.3,23.1,14.6
2019,February,23,PIO,Liberty University Indoor Drumline,75.55,22.35,14.9,23.4,14.9
2019,February,23,PIO,Alchemy Percussion presented by Carolina Gold,71.6,21.9,14.6,20.5,14.6
2019,February,23,PSW,South County HS,73.85,22.05,14.4,22.8,14.6
2019,February,23,PIW,George Mason University,79.9,23.7,15.9,24.8,15.5
2020,February,15,GHSSRAS,Bullard HS Guard,59.95,120.8,112.7,12.7,12.2
2020,February,15,GHSSRAS,Madera South HS Guard,59.15,112.1,121.4,11.7,11.4
2020,February,15,GHSSRAS,El Diamante HS Guard,63.01,116.7,109.4,13.7,13.4
2020,February,15,GHSSRAS,Orosi HS Guard,58.85,117.4,126.1,10.5,11.7
2020,February,15,GHSSRAS,Tulare Union HS Guard,57.99,101.5,115.4,12.2,10.9
2020,February,15,GHSSRAS,Exeter Union HS Guard,56.581,120.1,106.7,9.8,12.6
2020,February,15,GHSSRAS,Mission Oak HS Guard,55.861,104.2,123.4,10.0,10.6
2020,February,15,GHSSRAS,Tulare Western HS Guard,52.411,91.6,103.5,10.4,10.5
2020,February,22,P-SNB,Century HS Percussion,75.1,22.2,22.8,15.1,15.0
2020,February,22,P-SNB,Western Frederick Indoor Percussion (Blue),72.8,21.45,22.35,14.5,14.5
2020,February,22,P-SNB,James Buchanan HS Percussion,70.9,21.0,21.3,14.4,14.2
2020,February,29,P-SNB,James Buchanan HS Percussion,71.9,22.2,22.2,13.4,14.1
2018,March,24,PRA,Upper Dublin,80.45,24.2,24.75,16.1,15.4
2025,February,15,PJHSA,Desmond MS Percussion,71.15,21.5,21.45,14.4,13.8
2025,February,15,PJHSA,Weaver Middle School Percussion,65.75,21.8,19.05,11.7,13.2
2025,February,15,PJHSA,Glacier Point Indoor Percussion,57.0,19.9,17.1,10.0,10.0
2019,March,16,PHSSRA,Edison HS Percussion,78.15,25.3,23.85,14.6,14.4
2019,March,16,PHSSRA,Arroyo Grande HS Percussion,74.3,24.5,23.4,13.4,13.0
2019,March,16,PHSSRA,Orosi HS Percussion,70.0,23.4,22.8,11.8,12.0
2019,March,16,PHSSRA,Liberty HS Percussion,69.35,24.0,21.75,11.5,12.1
2019,March,16,PHSSRA,Exeter Union HS Percussion,69.5,23.7,21.0,12.6,12.2
2025,February,15,GIRA,Spin Academy,52.57,105.5,92.2,11.3,10.6
2023,March,11,SJ,Northeastern MS Guard,70.71,13.54,13.67,14.4,14.5
2023,March,11,SJ,Mechanicsburg MS Guard,70.11,13.34,13.27,14.1,14.7
2023,March,11,SJ,Carlisle MS Guard,66.27,13.0,13.07,13.2,13.7
2018,February,24,PSA,Foothill HS (NV),78.6,23.7,16.2,23.6,15.1
2018,February,24,PSA,Westminister HS,78.05,24.45,15.2,22.5,15.9
2018,February,24,PSA,South Torrance HS,74.55,23.55,14.9,21.1,15.0
2018,February,24,PSA,Chaparral HS,74.475,23.175,13.5,22.6,15.2
2018,February,24,PSA,Savanna HS,67.65,20.85,13.2,20.3,13.3
2018,February,24,PSA,South Pasadena HS,65.326,20.325,12.5,19.8,12.7
2018,February,24,PSA,La Canada HS,65.751,20.55,12.6,19.5,13.1
2018,February,24,PSA,Eastside HS,64.151,20.25,12.0,18.7,13.2
2018,February,24,PSA,Oak Grove HS,0.001,0.0,0.0,0.0,0.0
2018,February,24,PIA,Pace Percussion Ensemble,72.4,21.9,14.4,21.2,14.9
2018,February,24,PIA,Cornerstone Percussion,71.45,22.05,13.6,20.4,15.4
2018,February,24,PSO,Arcadia HS,83.25,25.35,16.6,25.4,15.9
2018,February,24,PSO,Great Oak HS,81.2,25.2,16.3,24.6,15.1
2018,February,24,PSO,La Quinta HS,81.1,24.6,16.1,24.0,16.4
2018,February,24,PSO,Fountain Valley HS,77.5,24.0,15.0,23.5,15.0
2018,February,24,PIO,Odyssey Indoor Percussion,73.9,21.0,13.9,24.5,14.5
2018,February,24,PIO,Elan Percussion,73.25,19.95,14.4,24.0,14.9
2018,February,24,PSW,Chino Hills HS,87.6,26.7,17.1,26.6,17.2
2018,February,24,PSW,Etiwanda HS,83.05,25.95,16.5,23.9,16.7
2018,February,24,PSW,Homestead HS,79.4,24.0,16.0,24.6,14.8
2018,February,24,PSW,Vista Murrieta HS,81.0,25.5,14.9,25.0,15.6
2018,February,24,PIW,Pulse Percussion,87.35,26.85,17.4,25.4,17.7
2018,February,24,PIW,POW Percussion,80.65,25.05,15.8,24.0,15.8
2022,April,9,PIO,United 2,84.75,25.1,26.25,16.7,16.7
2022,April,9,PIO,Camden County NJ,84.75,25.1,26.25,16.7,16.7
2026,February,7,PSA,Bridgewater Raritan,69.6,21.0,13.5,20.6,14.5
2026,February,7,PSA,Southern Regional,69.6,21.3,13.0,20.5,14.8
2026,February,7,PSA,Highland Regional,68.85,20.85,14.7,19.3,14.0
2026,February,7,PSA,Egg Harbor Township,66.65,19.65,14.1,19.8,13.1
2026,February,7,PSA,Hopewell Valley Central,64.701,19.8,12.6,18.7,13.6
2026,February,7,PSA,Coatesville,63.151,19.05,12.0,18.6,13.5
2026,February,7,PSA,Marple Newtown,61.901,18.3,11.7,19.4,12.5
2026,February,7,PSA,Owen J Roberts,53.701,16.5,10.6,15.0,11.6
2018,March,10,PRA,Conestoga Valley,81.55,23.9,25.05,16.1,16.5
2018,March,10,PRA,Highland,78.55,23.2,23.25,16.2,15.9
2018,March,10,PRA,Upper Dublin,78.2,23.4,23.7,15.0,16.1
2018,March,10,PSA,Southern Regional,87.15,25.7,27.15,16.5,17.8
2018,March,10,PSA,North Penn,79.425,24.05,24.525,14.75,16.1
2018,March,10,PSA,Avon Grove,79.3,23.8,25.2,14.7,15.6
2018,March,10,PSA,Williamstown,78.75,24.7,23.85,14.3,15.9
2018,March,10,PSA,Hopewell Valley Central,78.701,25.1,24.0,14.2,15.4
2018,March,10,PSA,Middletown,77.601,22.95,24.6,15.45,14.6
2018,March,10,PSA,Methacton,76.751,23.0,23.55,15.4,14.8
2018,March,10,PSA,Quakertown,76.401,23.75,24.75,13.8,14.1
2018,March,10,PSA,Phoenixville,75.726,22.0,24.225,14.5,15.0
2018,March,10,PSA,Upper Darby,75.5,22.6,23.7,14.0,15.2
2018,March,10,PSA,Coatesville,73.925,21.75,23.475,15.0,13.7
2018,March,10,PSA,Cheltenham,73.825,21.9,23.325,14.1,14.5
2018,March,10,PSA,Parkland,73.2,21.6,23.4,13.9,14.3
2018,March,10,PSA,Owen J Roberts,69.7,21.2,21.0,13.6,13.9
2018,March,10,PSO,Old Bridge,87.25,25.8,27.15,17.0,17.3
2018,March,10,PSO,Springford,81.7,25.0,27.0,14.9,14.8
2018,March,10,PSO,Downingtown,76.6,23.2,24.9,14.5,14.0
2018,March,10,PSO,Cab Calloway,75.15,21.3,25.35,14.8,13.7
2018,March,10,PIO,Imperial Dynasty,80.9,23.8,25.8,15.3,16.0
2024,March,23,SDS,Clarksburg HS Blue Essence,80.125,20.75,18.375,20.875,20.125
2026,February,28,P-SA(,New Oxford Indoor Percussion Ensemble,71.75,20.4,22.65,14.4,14.3
2024,April,6,ME,Souderton High School,78.15,24.5,22.05,15.8,15.8
2024,April,6,ME,Edison HS,75.35,24.2,21.9,14.15,15.1
2017,February,25,PSJ,Rancho-Starbuck IS,72.5,23.1,14.2,19.9,15.3
2017,February,25,PSJ,Canyon Hills JHS,70.1,22.2,13.6,19.5,14.8
2017,February,25,PSJ,Chavez MS,65.65,21.45,12.7,18.6,12.9
2017,February,25,PSA,Trabuco Hills HS,78.7,24.9,15.6,23.0,15.2
2017,February,25,PSA,Camarillo HS,76.65,24.15,15.4,22.45,14.65
2017,February,25,PSA,West HS (Torrance),76.175,24.675,15.0,22.15,14.35
2017,February,25,PSA,Aliso Niguel HS,77.325,24.825,15.2,22.85,14.45
2017,February,25,PSA,Carlsbad HS,72.401,23.7,14.6,20.5,13.6
2017,February,25,PSA,Arroyo HS,70.55,22.5,13.1,21.5,13.45
2017,February,25,PSA,Cypress HS,69.975,22.425,12.9,20.1,14.55
2017,February,25,PSA,Baldwin Park HS,74.951,23.7,14.2,22.15,14.9
2017,February,25,PSA,Del Norte HS,71.076,23.175,13.5,21.55,12.85
2017,February,25,PSA,South Hills HS,71.626,23.325,12.5,22.5,13.3
2017,February,25,PSA,San Bernardino City USD,72.426,24.525,14.8,19.95,13.15
2017,February,25,PSA,Bonita HS,70.95,21.45,13.8,21.6,14.1
2017,February,25,PSA,Grossmont HS,66.4,20.7,13.3,19.8,12.6
2017,February,25,PSA,Valencia HS (OC),70.075,21.225,14.0,20.6,14.25
2017,February,25,PSA,Colony HS,67.625,22.125,12.1,20.35,13.05
2017,February,25,PSA,Temescal Canyon HS,64.175,20.925,11.8,19.0,12.45
2017,February,25,PSA,La Habra HS,64.65,20.55,12.3,19.3,12.5
2017,February,25,PSO,Los Alamitos HS,77.825,23.775,16.8,21.4,15.85
2017,February,25,PSO,San Marino HS,78.025,24.225,15.8,21.8,16.2
2017,February,25,PSO,Buena HS,75.4,24.45,15.1,20.7,15.15
2017,February,25,PSO,Mission Viejo HS,78.15,24.6,16.6,21.0,15.95
2017,February,25,PSO,Sunny Hills HS,74.851,23.55,13.4,22.3,15.6
2017,February,25,PSO,Independence HS,72.151,22.65,14.1,20.4,15.0
2017,February,25,PSO,Rancho Cucamonga HS,75.425,23.925,14.4,22.15,14.95
2017,February,25,PIO,Vessel,81.3,25.2,16.5,23.4,16.2
2017,February,25,PIO,Elan Percussion,74.65,23.55,16.0,20.0,15.1
2017,February,25,PSW,Ayala HS,83.2,25.5,16.5,24.1,17.1
2017,February,25,PIW,Broken City,85.6,26.7,16.6,25.0,17.3
2024,February,3,PSJ,Canyon Hills JHS,73.75,22.05,15.6,23.1,13.0
2024,February,3,PSJ,Buena Park MS,70.85,21.75,15.0,22.4,11.7
2024,February,3,PSJ,San Bernardino City USD,68.75,21.15,14.0,21.3,12.3
2024,February,3,PSA,Arcadia HS,77.65,22.65,15.6,23.5,15.9
2024,February,3,PSA,Hoover HS,72.9,20.7,13.8,22.8,15.6
2024,February,3,PSA,St. Genevieve HS,72.525,20.025,14.2,24.3,14.0
2024,February,3,PSA,San Bernardino City USD,74.7,21.9,14.6,23.1,15.1
2024,February,3,PSA,Helix CHS,71.101,21.3,14.9,21.0,13.9
2024,February,3,PSA,Cypress HS,72.525,21.825,13.0,23.6,14.1
2024,February,3,PSA,El Segundo HS,70.551,19.05,15.1,21.5,14.9
2024,February,3,PSA,San Marino HS,68.201,20.1,13.2,21.9,13.0
2024,February,3,PSA,Don Lugo HS,67.001,21.0,11.9,22.2,11.9
2024,February,3,PSA,Simi Valley HS,64.45,19.65,12.3,21.1,11.4
2024,February,3,PSA,Valley View HS,63.75,18.75,12.5,19.7,12.8
2024,February,3,PSA,Moorpark HS,61.375,18.375,10.0,21.8,11.2
2024,February,3,PSA,Orange Vista HS,62.2,18.0,11.6,20.1,12.5
2024,February,3,PSO,Millikan HS,74.65,22.65,15.7,21.7,14.6
2024,February,3,PSO,West HS,74.15,21.45,14.3,22.6,15.8
2024,February,3,PSO,Arroyo HS,73.9,22.2,15.6,20.9,15.2
2024,February,3,PSO,La Canada HS,70.9,21.0,14.0,20.2,15.7
2024,February,3,PSO,Cleveland Charter HS,75.05,23.55,14.7,20.8,16.0
2024,February,3,PSO,Buena HS,69.951,21.15,14.9,19.9,14.0
2024,February,3,PSW,Arcadia HS,81.55,24.45,16.5,24.4,16.2
2024,February,3,PIW,Pulse Percussion,85.5,24.9,17.2,26.4,17.0
2024,February,3,PIW,RCC,83.975,24.675,17.0,25.7,16.6
2024,February,3,PIW,POW Percussion,80.2,23.4,16.6,24.4,15.8
2024,February,3,PIW,Dark Sky,78.45,23.25,16.2,23.8,15.2
2024,April,6,GHSSAG,Hanford West HS Varsity Winterguard,85.5,170.0,168.0,17.2,16.7
2024,April,6,GHSSAG,Sierra Pacific HS Varsity Winterguard,83.25,169.4,158.1,16.8,16.6
2024,April,6,GHSSAG,Lemoore HS A Winterguard,83.71,166.7,163.4,17.1,16.8
2024,April,6,GHSSAG,Selma HS Winterguard,82.47,162.7,170.0,16.9,16.1
2024,April,6,GHSSAG,Selma High School,82.47,162.7,170.0,16.9,16.1
2025,February,1,P-SO,Mechanicsburg HS Percussion,72.2,20.4,23.1,14.4,14.3
2016,February,13,PRA,Highland,76.4,22.8,22.8,15.3,15.5
2023,February,4,PIA,Albany,59.3,18.1,18.0,11.9,11.3
2022,February,12,PSA,New Hartford,74.8,22.4,23.7,14.5,14.2
2022,February,12,PSA,Hilton HS Percussion,70.75,21.1,23.25,13.1,13.3
2022,February,12,PSA,Victor Indoor Percussion Ensemble,70.15,19.9,22.65,14.0,13.6
2022,February,12,PSA,Phoenix Indoor Percussion,68.9,20.4,22.5,12.9,13.1
2022,February,12,PSA,Jordan Elbridge Indoor Percussion,66.651,19.3,22.35,12.3,12.7
2022,February,12,PSA,Webster Percussion Theater,68.85,21.6,21.45,13.4,12.4
2022,February,12,PSA,Corning-Painted Post,64.051,19.6,20.85,11.8,11.8
2025,February,22,SN,Hempfield HS JV Guard,70.69,14.48,14.61,13.8,14.0
2025,February,22,SN,Northeastern MS Guard,69.61,14.67,14.14,13.0,14.2
2025,February,22,SN,Halifax HS Color Guard,63.86,12.95,13.41,12.1,13.0
2023,March,25,SJ,Greencastle-Antrim MS Guard,76.65,16.34,15.41,15.4,14.7
2023,March,25,SJ,Washington County Junior Winter Guard,74.71,14.74,14.27,15.1,15.2
2023,March,25,SJ,Chambersburg Middle School Guard,70.41,14.21,13.6,14.5,14.0
2024,March,16,SRA,Eastern York HS Guard,76.91,15.74,15.27,15.3,15.3
2024,March,16,SRA,Central Dauphin HS Guard,74.72,15.94,15.28,14.7,13.7
2024,March,16,SRA,Carlisle High School,72.51,15.34,15.47,14.2,13.3
2019,February,23,GHSSRAG,Washington Union HS Guard,67.72,14.48,14.14,14.4,12.7
2019,February,23,GHSSRAG,Kingsburg HS Guard,66.45,14.34,13.61,14.0,12.3
2019,February,23,GHSSRAG,Madera HS Guard,64.15,14.01,13.14,13.0,11.4
2019,February,23,GHSSRAG,Redwood HS Guard,63.58,13.74,13.94,13.2,12.0
2019,February,23,GHSSRAG,Lemoore HS B Guard,60.921,13.41,13.41,12.4,11.2
2019,February,23,GHSSRAG,Golden West HS Guard,63.55,12.94,12.61,13.6,12.0
2019,February,23,GHSSRAG,Orosi HS A Guard,54.741,11.6,11.14,11.0,10.4
2026,February,7,P-SA,Western Frederick Indoor Percussion,67.3,21.3,21.0,12.1,12.9
2026,February,7,P-SA,Urbana High School Indoor Percussion,62.15,18.3,19.95,11.7,12.2
2026,February,7,P-SA,Century HS Percussion,57.55,16.65,18.0,11.3,11.6
2022,March,5,PRA,Parkland,85.1,25.4,25.2,17.5,17.0
2022,March,5,PRA,Quakertown,85.1,25.7,25.8,17.0,16.6
2022,March,5,PRA,Cheltenham,80.35,24.1,24.15,16.2,15.9
2022,March,5,PRA,Coatesville,80.0,23.8,24.0,16.0,16.2
2022,March,5,PRA,Council Rock North,75.05,22.3,22.65,14.9,15.2
2022,March,5,PRA,Upper Dublin,74.201,21.4,22.2,14.9,15.7
2022,March,5,PRA,Great Valley High School,71.651,21.9,21.45,14.0,14.3
2018,March,17,PHSSRA,Arroyo Grande HS Percussion,71.2,21.7,23.4,12.7,13.4
2018,March,17,PHSSRA,Redwood HS Percussion,70.4,21.8,21.9,13.7,13.0
2018,March,17,PHSSRA,Hanford West HS Percussion,67.25,21.1,21.15,11.9,13.1
2018,March,17,PHSSRA,Fresno HS Percussion,63.1,20.3,18.9,12.1,11.8
2018,March,17,PHSSRA,Mendota HS Percussion,0.001,0.0,0.0,0.0,0.0
2026,March,7,SDS,Bowie HS Dance,71.25,18.75,17.375,17.5,17.625
2019,March,23,PSO,East Syracuse Minoa,85.55,25.5,25.35,17.2,17.5
2019,March,23,PSO,Liverpool Indoor Percussion,81.05,24.0,23.55,16.5,17.0
2019,March,23,PSO,Victor Indoor Percussion Ensemble,78.9,24.1,22.2,16.0,16.6
2026,March,14,P-SA,Susquehannock HS Percussion,83.3,24.75,24.45,17.1,17.0
2026,March,14,P-SA,Central Dauphin HS Percussion,78.9,24.3,23.7,15.6,15.3
2026,March,14,P-SA,New Oxford Indoor Percussion Ensemble,74.1,22.5,22.8,14.0,14.8
2025,February,1,PIA,Rochester Institute of Technology (RIT),58.55,17.6,17.25,12.2,11.5
2019,March,30,GHSSRAS,Edison HS Guard,79.275,15.405,15.47,15.7,16.5
2019,March,30,GHSSRAS,Sunnyside HS Guard,76.41,15.54,15.07,14.5,16.8
2019,March,30,GHSSRAS,Tulare Western HS Guard,75.24,15.27,14.67,14.7,15.2
2019,March,30,GHSSRAS,Orosi HS Guard,74.75,15.01,14.34,14.2,16.0
2019,March,30,GHSSRAS,Tulare Union HS Guard,74.41,14.74,14.87,14.4,14.8
2019,March,30,GHSSRAS,Monache HS Varsity Guard,73.816,13.545,15.27,14.8,15.7
2019,March,30,GHSSRAS,Mission Oak HS Guard,72.681,14.54,14.14,15.1,15.0
2019,March,30,GHSSRAS,Hanford West HS Guard,69.691,13.68,12.81,15.0,14.5
2019,March,30,GHSSRAS,Arroyo Grande HS Guard,65.891,12.75,13.14,13.2,13.8
2019,March,30,GHSSRAS,Exeter Union HS Guard,64.62,13.41,12.61,12.9,13.5
2018,March,3,PSA,Hatboro-Horsham,80.0,24.1,24.9,15.8,15.2
2018,March,3,PSA,Unionville,81.6,23.5,25.5,16.0,16.6
2018,March,3,PSA,Upper Darby,77.7,24.4,24.6,14.9,13.8
2018,March,3,PSA,Williamstown,74.95,22.4,23.25,14.6,14.7
2018,March,3,PSA,Penncrest,74.751,23.6,23.55,14.2,13.4
2018,March,3,PSA,Avon Grove,72.951,22.4,24.15,13.4,13.0
2018,March,3,PSA,Phoenixville,73.401,21.9,22.8,13.7,15.0
2018,March,3,PSA,Coatesville,70.401,20.9,22.2,13.7,13.6
2018,March,3,PSA,North Penn,72.001,22.8,22.5,13.0,13.7
2018,March,3,PSA,Owen J Roberts,68.1,21.4,21.3,12.8,12.6
2026,March,7,GHSSRA,Orosi HS Winterguard,66.62,12.64,13.38,13.5,13.2
2026,March,7,GHSSRA,Hanford HS Winterguard,64.78,12.66,12.12,13.3,14.0
2026,March,7,GHSSRA,Roosevelt HS Winterguard,64.48,12.12,12.86,12.5,12.9
2026,March,7,GHSSRA,Madera HS Winterguard,63.38,12.46,12.32,11.8,13.4
2026,March,7,GHSSRA,Cesar E Chavez Winter Guard,65.18,12.84,13.64,13.0,12.5
2026,March,7,GHSSRA,Sanger HS Winterguard,63.181,12.86,11.52,12.6,12.9
2026,March,7,GHSSRA,Tulare Union HS Winterguard,62.041,12.32,11.12,13.9,12.2
2026,March,7,R1,Orosi HS Winterguard,66.62,12.64,13.38,13.5,13.2
2026,March,7,R1,Hanford HS Winterguard,64.78,12.66,12.12,13.3,14.0
2026,March,7,R1,Roosevelt HS Winterguard,64.48,12.12,12.86,12.5,12.9
2026,March,7,R1,Madera HS Winterguard,63.38,12.46,12.32,11.8,13.4
2026,March,7,R1,Cesar E Chavez Winter Guard,65.18,12.84,13.64,13.0,12.5
2026,March,7,R1,Sanger HS Winterguard,63.181,12.86,11.52,12.6,12.9
2026,March,7,R1,Tulare Union HS Winterguard,62.041,12.32,11.12,13.9,12.2
2022,February,12,P-SNB,Urbana HS (MD) Percussion,72.2,21.75,22.65,14.0,13.8
2025,February,22,PSA,North Penn,80.5,24.8,24.6,15.6,15.5
2025,February,22,PSA,Unionville HS,80.45,24.3,24.75,16.3,15.1
2025,February,22,PSA,Owen J Roberts,78.8,24.5,25.5,14.4,14.4
2025,February,22,PSA,Perkiomen Valley,77.7,23.5,24.9,14.3,15.0
2025,February,22,PSA,Hopewell Valley Central,76.001,22.8,23.7,14.8,14.7
2025,February,22,PSA,Upper Moreland,72.451,22.0,22.8,13.85,13.8
2025,February,22,PSA,Pennridge,74.201,23.1,22.35,14.25,14.5
2025,February,22,PSA,Upper Darby,74.351,24.65,23.1,12.9,13.7
2025,February,22,PSA,Methacton,70.451,23.6,21.45,13.2,12.2
2025,February,22,PSA,Coatesville,69.025,21.5,22.425,12.2,12.9
2025,February,22,PSA,Souderton High School,70.2,22.1,20.55,14.15,13.4
2025,February,22,PSA,Penn Manor High School,68.1,21.2,20.1,14.0,12.8
2025,February,22,PSA,Twin Valley HS,67.4,20.3,21.6,12.4,13.1
2025,February,22,PSA,Odessa High School,66.6,20.7,20.4,13.0,12.5
2024,February,10,SJ,Waynesboro MS Guard,65.52,11.48,11.74,14.1,16.2
2024,February,10,SJ,Washington County Junior Winter Guard,62.05,12.21,12.54,13.9,11.8
2024,February,17,SA,West Shore Varsity Colorguard,68.25,13.74,12.41,14.1,14.3
2024,February,17,SA,Linganore HS Guard,62.02,13.01,12.21,11.4,12.7
2024,February,17,SA,James Buchanan HS Guard,59.88,12.14,11.34,12.2,12.2
2018,March,10,PSJ,Canyon Hills JHS,81.85,24.45,16.6,23.8,17.0
2018,March,10,PSJ,Dorothy McElhinney MS,81.0,23.7,16.8,23.9,16.6
2018,March,10,PSJ,Townsend JHS,77.975,23.775,15.5,23.4,15.3
2018,March,10,PSJ,Vail Ranch MS,75.45,22.95,14.7,22.2,15.6
2018,March,10,PSA,Moorpark HS,81.15,25.35,16.5,23.2,16.1
2018,March,10,PSA,West HS (Torrance),80.1,23.7,15.8,24.4,16.2
2018,March,10,PSA,Vista HS,74.85,22.35,14.2,23.1,15.2
2018,March,10,PSA,Camarillo HS,78.95,23.55,15.6,24.1,15.7
2018,March,10,PSA,Valhalla HS,72.425,22.425,15.5,20.1,14.4
2018,March,10,PSA,San Marcos HS,72.001,22.05,14.9,20.15,14.9
2018,March,10,PSA,Damien HS,70.651,20.85,13.1,22.5,14.2
2018,March,10,PSA,La Canada HS,68.951,20.55,14.2,21.0,13.2
2018,March,10,PSA,Temecula Valley HS,67.85,20.25,12.7,21.8,13.1
2018,March,10,PSA,Vista Murrieta HS,68.201,22.2,13.4,19.8,12.8
2018,March,10,R1,Moorpark HS,81.15,25.35,16.5,23.2,16.1
2018,March,10,R1,West HS (Torrance),80.1,23.7,15.8,24.4,16.2
2018,March,10,R1,Vista HS,74.85,22.35,14.2,23.1,15.2
2018,March,10,R1,Camarillo HS,78.95,23.55,15.6,24.1,15.7
2018,March,10,R1,Valhalla HS,72.425,22.425,15.5,20.1,14.4
2018,March,10,R1,San Marcos HS,72.001,22.05,14.9,20.15,14.9
2018,March,10,R1,Damien HS,70.651,20.85,13.1,22.5,14.2
2018,March,10,R1,La Canada HS,68.951,20.55,14.2,21.0,13.2
2018,March,10,R1,Temecula Valley HS,67.85,20.25,12.7,21.8,13.1
2018,March,10,R1,Vista Murrieta HS,68.201,22.2,13.4,19.8,12.8
2018,March,10,PSA,Aliso Niguel HS,79.2,24.6,16.0,22.3,16.3
2018,March,10,PSA,Chaparral HS,76.9,22.8,15.9,22.1,16.1
2018,March,10,PSA,Temescal Canyon HS,76.5,24.9,15.4,21.1,15.1
2018,March,10,PSA,Mission Hills HS,75.825,24.225,14.4,22.2,15.0
2018,March,10,PSA,Savanna HS,71.275,21.675,14.2,21.0,14.4
2018,March,10,PSA,Ramona HS,69.826,21.525,13.5,21.7,13.1
2018,March,10,PSA,South Pasadena HS,66.626,20.325,13.0,20.6,12.7
2018,March,10,PSA,Leuzinger HS,0.001,0.0,0.0,0.0,0.0
2018,March,10,R2,Aliso Niguel HS,79.2,24.6,16.0,22.3,16.3
2018,March,10,R2,Chaparral HS,76.9,22.8,15.9,22.1,16.1
2018,March,10,R2,Temescal Canyon HS,76.5,24.9,15.4,21.1,15.1
2018,March,10,R2,Mission Hills HS,75.825,24.225,14.4,22.2,15.0
2018,March,10,R2,Savanna HS,71.275,21.675,14.2,21.0,14.4
2018,March,10,R2,Ramona HS,69.826,21.525,13.5,21.7,13.1
2018,March,10,R2,South Pasadena HS,66.626,20.325,13.0,20.6,12.7
2018,March,10,R2,Leuzinger HS,0.001,0.0,0.0,0.0,0.0
2018,March,10,PSO,Great Oak HS,80.4,24.3,16.6,23.0,16.5
2018,March,10,PSO,Nogales HS,76.1,22.8,15.7,21.5,16.1
2018,March,10,PSO,Granada Hills CHS,76.05,22.95,14.8,23.2,15.1
2018,March,10,PSW,Vista Murrieta HS,82.85,25.05,16.2,25.1,16.5
2016,March,12,PSJ,Canyon Hills JHS,87.55,26.55,17.7,25.7,17.6
2016,March,12,PSJ,Townsend JHS,86.65,25.65,17.4,26.1,17.5
2016,March,12,PSJ,Alvarado IS,85.6,25.5,17.0,26.0,17.1
2016,March,12,PSJ,Woodcrest JHS,81.5,24.9,16.7,23.7,16.2
2016,March,12,PSJ,Rosemont MS,0.001,0.0,0.0,0.0,0.0
2016,March,12,PSA,Diamond Bar HS,81.9,24.0,16.2,25.9,15.8
2016,March,12,PSA,Aliso Niguel HS,78.45,21.75,16.1,25.1,15.5
2016,March,12,PSA,Pacifica HS,78.6,21.45,16.6,25.35,15.2
2016,March,12,PSA,Vista HS,77.425,22.125,15.2,25.0,15.1
2016,March,12,PSA,South Hills HS,76.35,23.85,14.7,23.0,14.8
2016,March,12,PSA,Bonita HS,75.901,23.1,15.3,23.3,14.2
2016,March,12,PSA,Valencia HS (V),75.151,22.65,14.1,24.2,14.2
2016,March,12,PSA,Cerritos HS,74.601,20.7,15.0,25.6,13.3
2016,March,12,PSA,Baldwin Park HS,74.651,21.15,15.4,24.75,13.35
2016,March,12,PSA,Camarillo HS,72.35,22.05,14.55,22.0,13.75
2016,March,12,PSA,Patriot HS,71.1,20.85,13.8,23.45,13.0
2016,March,12,PSA,Great Oak HS,69.0,21.3,13.7,21.3,12.7
2016,March,12,PSA,Valencia HS (OC),72.3,21.0,14.2,23.2,13.9
2016,March,12,PSA,Vista Murrieta HS,70.5,20.4,14.0,22.5,13.6
2016,March,12,PIA,Watchmen Percussion,71.9,21.3,14.8,22.4,13.4
2016,March,12,PSO,Arcadia HS,84.5,25.65,17.25,24.8,16.8
2016,March,12,PSO,Los Alamitos HS,83.9,24.9,16.4,25.4,17.2
2016,March,12,PSO,La Quinta HS (OC),81.3,23.55,17.3,23.75,16.7
