year,week,class,name,overall score,music effect,visual effect,music,visual
2023,8,PIO,Ascension Percussion,82.8,24.9,16.5,25.3,16.1
2023,9,PIO,Ascension Percussion,86.95,25.35,17.2,27.0,17.4
2023,10,PIO,Ascension Percussion,86.0,25.35,17.1,26.0,17.55
2023,5,PIO,Atlas Percussion,77.3,24.3,16.0,22.8,14.2
2023,9,PIO,Bakersfield College,90.2,27.3,18.4,27.4,17.1
2023,13,PIO,Bakersfield College,92.876,27.825,18.725,27.4,18.925
2023,7,PIO,Breakthrough Indoor Percussion,79.15,23.25,15.8,23.9,16.2
2023,9,PIO,Breakthrough Indoor Percussion,84.6,25.2,16.7,25.6,17.1
2023,12,PIO,Camden County NJ,91.05,27.3,25.95,19.1,18.7
2023,6,PIO,Cap City 2,81.85,24.75,16.2,24.8,16.1
2023,8,PIO,Cap City 2,86.05,25.35,17.3,26.8,16.6
2023,13,PIO,Cap City 2,88.3,26.85,17.55,26.25,17.65
2023,6,PIO,Civitas Independent,84.5,25.2,16.5,25.9,16.9
2023,8,PIO,Civitas Independent,86.7,26.4,17.5,25.1,17.7
2023,13,PIO,Civitas Independent,94.888,28.163,19.1,28.775,18.85
2023,8,PIO,Crossroads Percussion,84.2,24.6,17.4,25.8,16.4
2023,5,PIO,Elan Percussion,80.15,25.65,15.7,22.5,16.3
2023,9,PIO,Elan Percussion,81.35,24.45,17.3,23.3,16.3
2023,6,PIO,Empyrean Percussion,78.425,24.525,14.7,23.5,15.7
2023,6,PIO,Freedom Percussion,78.8,23.7,16.3,24.1,14.7
2023,13,PIO,Freedom Percussion,95.15,28.575,18.7,29.5,18.375
2023,7,PIO,Gold Spike Percussion,77.3,23.4,15.9,22.9,15.1
2023,9,PIO,IMPACT Percussion,87.5,26.7,17.8,25.8,17.2
2023,13,PIO,IMPACT Percussion,96.263,29.062,19.65,28.35,19.2
2023,5,PIO,Infinity 2,84.25,26.25,17.4,23.8,16.8
2023,3,PIO,Instinct,71.1,20.4,15.0,21.2,14.5
2023,7,PIO,Instinct,77.7,24.0,15.6,22.3,15.8
2023,9,PIO,Instinct,79.951,23.85,16.2,23.3,16.6
2023,11,PIO,Instinct,82.45,24.75,16.9,23.7,17.1
2023,12,PIO,Instinct,82.4,24.75,16.4,24.6,16.65
2023,7,PIO,LINEA,63.45,18.75,13.4,19.0,12.3
2023,9,PIO,Lake Effect Percussion,85.65,25.05,17.4,26.0,17.2
2023,10,PIO,Lake Effect Percussion,84.4,25.05,17.35,25.0,17.0
2023,6,PIO,Liberty University Indoor Drumline,77.5,24.0,15.3,23.8,14.4
2023,11,PIO,Linea,76.45,23.25,15.4,22.4,15.4
2023,8,PIO,M3,80.7,24.9,15.5,25.0,15.3
2023,8,PIO,Matrix Open,85.6,25.5,17.0,26.0,17.1
2023,3,PIO,Meraki,80.05,23.25,16.4,25.0,15.4
2023,5,PIO,Meraki,84.05,26.25,16.9,24.0,16.9
2023,7,PIO,Meraki,86.65,26.85,17.8,24.5,17.5
2023,9,PIO,Meraki,91.85,28.05,18.6,27.3,17.9
2023,11,PIO,Meraki,92.4,28.2,18.4,27.1,18.7
2023,12,PIO,Meraki,92.35,27.0,18.7,28.05,18.6
2023,13,PIO,Meraki,97.088,29.288,19.7,28.85,19.25
2023,4,PIO,Motor City Percussion,75.45,22.65,15.3,22.0,15.5
2023,7,PIO,Motor City Percussion,82.7,25.5,17.2,23.3,16.7
2023,9,PIO,Motor City Percussion,90.65,27.75,18.5,27.0,17.4
2023,10,PIO,Motor City Percussion,87.925,25.575,18.25,26.45,17.65
2023,8,PIO,Mt. Juliet HS,81.15,24.75,16.5,23.8,16.1
2023,8,PIO,Nomad Indoor,80.75,25.05,15.6,25.1,15.0
2023,6,PIO,Old Line Independent Percussion,80.0,24.9,15.6,24.7,14.8
2023,6,PIO,Palmetto Indoor Theatre,73.45,22.35,14.7,21.6,14.8
2023,8,PIO,Palmetto Indoor Theatre,76.45,22.65,15.8,22.7,15.3
