year,week,class,name,overall score,music effect,visual effect,music,visual
2019,7,PIW,Atlanta Quest,84.8,25.05,16.4,25.95,17.4
2019,8,PIW,Atlanta Quest,86.875,25.875,16.9,26.85,17.25
2019,6,PIW,Blue Knights,83.1,24.3,16.2,25.8,16.8
2019,4,PIW,Breakthrough Indoor Percussion,77.8,24.0,15.1,23.0,15.7
2019,6,PIW,Breakthrough Indoor Percussion,81.9,24.9,17.2,23.6,16.2
2019,8,PIW,Breakthrough Indoor Percussion,79.851,23.85,16.3,23.4,16.3
2019,3,PIW,Broken City,85.75,25.95,17.4,24.6,17.8
2019,6,PIW,Broken City,89.65,27.45,18.1,26.1,18.0
2019,8,PIW,Broken City,94.75,28.95,19.0,28.3,18.5
2019,9,PIW,Broken City,95.5,28.5,19.4,28.8,18.8
2019,10,PIW,Broken City,96.95,29.1,19.3,29.1,19.45
2019,11,PIW,Broken City,98.85,29.775,19.9,29.325,19.85
2019,6,PIW,Cap City Percussion,82.05,24.75,16.5,25.6,15.2
2019,11,PIW,Cap City Percussion,89.663,27.038,17.975,26.35,18.3
2019,3,PIW,ConneXus,78.15,24.45,15.9,22.2,15.6
2019,8,PIW,ConneXus,85.85,26.25,16.75,25.65,17.2
2019,3,PIW,Dark Sky Percussion,82.15,24.15,16.6,24.9,16.5
2019,5,PIW,Dark Sky Percussion,84.85,25.65,16.9,25.0,17.3
2019,8,PIW,Dark Sky Percussion,86.975,25.575,17.0,27.15,17.25
2019,9,PIW,Dark Sky Percussion,89.8,27.3,18.5,26.4,17.6
2019,10,PIW,Dark Sky Percussion,89.1,27.075,17.6,27.225,17.2
2019,11,PIW,Dark Sky Percussion,90.613,26.737,18.175,27.15,18.55
2019,5,PIW,Equinox Percussion,75.55,23.85,13.0,24.3,14.4
2019,7,PIW,Equinox Percussion,80.35,24.45,14.8,25.2,15.9
2019,3,PIW,Freedom Percussion,71.65,21.75,13.9,21.1,14.9
2019,2,PIW,Genesis,70.55,20.55,13.7,22.8,13.5
2019,5,PIW,Genesis,74.75,23.25,14.5,22.4,14.6
2019,4,PIW,George Mason University,80.15,23.85,16.1,24.8,15.4
2019,7,PIW,George Mason University,88.65,26.55,18.3,25.75,18.05
2019,11,PIW,George Mason University,91.476,28.2,18.525,26.875,17.875
2019,3,PIW,INov8 Winter Percussion,78.8,24.0,16.0,22.5,16.3
2019,6,PIW,INov8 Winter Percussion,81.55,24.75,16.1,23.9,16.8
2019,8,PIW,INov8 Winter Percussion,85.525,26.025,17.05,25.25,17.2
2019,4,PIW,Infinity,82.75,25.65,16.7,24.3,16.1
2019,7,PIW,Infinity,87.45,26.85,17.4,26.0,17.2
2019,11,PIW,Infinity,92.213,28.163,18.6,27.1,18.35
2019,6,PIW,Matrix,84.85,25.05,16.8,26.1,16.9
2019,11,PIW,Matrix,93.801,28.125,19.0,27.75,18.925
2019,6,PIW,Monarch Independent,83.3,24.9,17.1,24.5,16.8
2019,11,PIW,Monarch Independent,93.426,28.5,18.625,28.125,18.175
2019,3,PIW,Music City Mystique,84.9,26.1,17.1,24.5,17.2
2019,7,PIW,Music City Mystique,90.075,27.225,18.4,26.55,17.9
2019,11,PIW,Music City Mystique,97.513,29.438,19.375,29.2,19.5
2019,1,PIW,POW Percussion,80.2,24.6,16.2,23.1,16.3
2019,4,PIW,POW Percussion,81.35,24.15,16.4,24.3,16.5
2019,5,PIW,POW Percussion,83.95,25.35,16.8,25.1,16.7
2019,8,PIW,POW Percussion,88.15,26.175,17.2,27.375,17.4
2019,9,PIW,POW Percussion,89.326,26.925,17.7,27.2,17.5
