year,week,class,name,overall score,music effect,visual effect,music,visual
2019,3,PSO,Ben Davis High School,68.05,21.45,13.1,20.2,13.3
2019,5,PSO,Ben Davis High School,70.4,21.9,14.4,21.3,12.8
2019,7,PSO,Ben Davis High School,73.325,21.825,14.35,22.75,14.4
2019,9,PSO,Ben Davis High School,77.3,22.95,15.4,24.2,14.75
2019,5,PSO,Cab Calloway,74.15,21.7,22.95,14.8,14.7
2019,6,PSO,Cab Calloway,78.2,23.3,24.0,15.4,15.5
2019,8,PSO,Cab Calloway,77.15,23.4,22.35,15.3,16.1
2019,9,PSO,Cab Calloway,78.8,23.1,25.5,14.7,15.5
2019,10,PSO,Cab Calloway,74.85,24.5,20.55,14.5,15.3
2019,2,PSO,Carlsbad HS,72.15,22.35,14.2,20.9,14.7
2019,6,PSO,Carlsbad HS,77.35,22.05,15.2,24.0,16.1
2019,7,PSO,Carlsbad HS,79.701,23.25,16.0,24.5,15.95
2019,1,PSO,Cesar E. Chavez HS,74.85,23.25,14.8,22.2,14.6
2019,3,PSO,Chino HS,77.05,23.85,16.4,22.1,14.7
2019,5,PSO,Chino HS,81.9,24.3,16.0,25.3,16.3
2019,10,PSO,Chino HS,89.063,26.362,17.35,27.15,18.2
2019,9,PSO,Downingtown,86.6,26.0,27.0,16.6,17.0
2019,10,PSO,Downingtown,88.05,27.9,25.05,17.3,17.8
2019,8,PSO,East Syracuse Minoa,85.55,25.5,25.35,17.2,17.5
2019,9,PSO,East Syracuse Minoa,89.2,28.0,27.9,16.4,16.9
2019,10,PSO,East Syracuse Minoa,86.55,26.1,25.65,17.8,17.0
2019,3,PSO,El Dorado HS,82.25,24.15,17.1,24.2,16.8
2019,5,PSO,El Dorado HS,84.5,26.1,17.1,24.0,17.3
2019,7,PSO,El Dorado HS,85.35,26.25,17.8,24.2,17.1
2019,10,PSO,El Dorado HS,93.413,28.012,19.05,27.525,18.825
2019,3,PSO,Fair Lawn,71.9,22.4,21.6,13.3,14.6
2019,3,PSO,Fountain Valley HS,75.701,21.6,16.3,22.5,15.3
2019,5,PSO,Fountain Valley HS,81.1,25.2,16.3,23.0,16.6
2019,7,PSO,Fountain Valley HS,83.45,24.75,17.2,25.4,16.1
2019,10,PSO,Fountain Valley HS,89.65,26.7,17.75,27.55,17.65
2019,6,PSO,Gahr HS,80.15,25.35,14.8,24.6,15.4
2019,7,PSO,Gahr HS,82.15,23.55,17.1,24.5,17.0
2019,3,PSO,Granada Hills CHS,67.451,19.65,14.3,20.9,12.6
2019,6,PSO,Granada Hills CHS,76.451,21.75,14.6,24.2,15.9
2019,2,PSO,Great Oak HS,76.65,23.55,15.4,22.5,15.2
2019,6,PSO,Great Oak HS,83.4,25.35,16.6,24.45,17.0
2019,10,PSO,Great Oak HS,91.825,27.6,18.35,27.775,18.1
2019,2,PSO,Greenfield-Central Indoor Percussion Ensemble,69.95,19.35,13.7,23.4,13.5
2019,4,PSO,Greenfield-Central Indoor Percussion Ensemble,72.6,21.3,14.5,22.4,14.4
2019,7,PSO,Greenfield-Central Indoor Percussion Ensemble,79.4,22.5,15.2,25.1,16.6
2019,9,PSO,Greenfield-Central Indoor Percussion Ensemble,82.325,24.075,16.8,25.7,15.75
2019,9,PSO,Halls Indoor Percussion Ensemble,89.65,26.4,27.0,17.9,18.35
2019,9,PSO,Hilton HS Percussion,89.75,27.6,28.05,16.9,17.2
2019,10,PSO,Hilton HS Percussion,85.4,25.8,25.5,17.4,16.7
2019,5,PSO,Hoover HS,74.75,22.65,14.5,23.2,14.4
2019,7,PSO,Independence HS,75.301,21.3,16.1,22.0,15.9
2019,6,PSO,La Quinta HS (W),82.0,24.9,16.4,24.5,16.2
2019,2,PSO,Lawrence Township Winter Percussion,71.2,20.4,14.4,22.8,13.6
2019,5,PSO,Lawrence Township Winter Percussion,82.6,24.0,15.9,26.3,16.4
2019,7,PSO,Lawrence Township Winter Percussion,82.075,23.625,16.1,25.55,16.8
2019,9,PSO,Lawrence Township Winter Percussion,86.075,25.725,17.9,25.45,17.0
2019,8,PSO,Liverpool Indoor Percussion,81.05,24.0,23.55,16.5,17.0
2019,9,PSO,Liverpool Indoor Percussion,85.25,26.8,26.55,15.7,16.2
2019,10,PSO,Liverpool Indoor Percussion,81.85,25.3,23.85,16.5,16.2
2019,3,PSO,Los Alamitos HS,78.05,21.75,16.4,23.7,16.2
2019,7,PSO,Los Alamitos HS,87.1,26.55,17.75,25.5,17.3
2019,10,PSO,Los Alamitos HS,93.488,27.788,18.5,28.5,18.7
2019,2,PSO,Mission Hills HS,70.5,21.9,13.7,21.3,13.6
2019,6,PSO,Mission Hills HS,77.45,23.25,15.8,23.3,15.1
2019,7,PSO,Mission Hills HS,80.501,23.1,16.3,24.4,16.7
2019,3,PSO,Mission Viejo HS,73.45,22.05,14.6,22.2,14.6
2019,6,PSO,Mission Viejo HS,78.95,23.85,15.0,24.2,15.9
2019,4,PSO,Old Bridge,76.0,22.1,24.6,14.7,14.6
2019,6,PSO,Old Bridge,84.95,24.7,27.15,16.6,16.5
2019,9,PSO,Old Bridge,88.35,27.1,28.05,16.7,16.5
2019,10,PSO,Old Bridge,90.85,27.8,26.25,18.3,18.5
2019,3,PSO,Palisades CHS,65.3,19.5,13.4,19.6,12.8
2019,3,PSO,Patriot HS,73.501,21.9,14.8,22.7,14.1
2019,5,PSO,Patriot HS,76.8,23.7,15.5,22.0,15.6
2019,7,PSO,Patriot HS,81.6,24.6,16.9,23.8,16.3
2019,10,PSO,Patriot HS,84.426,24.825,17.375,25.1,17.125
2019,3,PSO,Perkiomen Valley,66.55,21.1,19.95,12.3,13.2
2019,4,PSO,Perkiomen Valley,69.1,20.8,20.1,14.0,14.2
2019,9,PSO,Perkiomen Valley,83.15,25.4,26.85,15.1,15.8
2019,10,PSO,Perkiomen Valley,81.7,23.9,24.6,16.8,16.4
2019,5,PSO,Plainfield High School Winter Percussion Ensemble,83.5,24.9,16.3,24.6,17.7
2019,6,PSO,Plainfield High School Winter Percussion Ensemble,83.75,25.35,16.6,24.5,17.3
2019,7,PSO,Plainfield High School Winter Percussion Ensemble,84.75,24.6,16.55,26.3,17.3
2019,9,PSO,Plainfield High School Winter Percussion Ensemble,88.375,26.775,17.5,26.8,17.3
2019,3,PSO,Rancho Cucamonga HS,78.3,23.7,15.9,24.0,14.7
2019,5,PSO,Rancho Cucamonga HS,75.651,23.55,14.8,22.1,15.2
2019,7,PSO,Rancho Cucamonga HS,85.0,25.5,17.1,25.5,16.9
2019,10,PSO,Rancho Cucamonga HS,86.376,26.1,17.2,26.5,16.575
2019,3,PSO,San Marino HS,77.675,22.275,15.6,24.4,15.4
2019,7,PSO,San Marino HS,83.1,25.65,16.85,24.6,16.0
2019,10,PSO,San Marino HS,83.3,24.525,16.75,25.375,16.65
2019,6,PSO,Sierra Vista HS,73.651,22.05,14.3,23.2,14.1
2019,1,PSO,South Torrance HS,69.1,21.0,13.4,21.1,13.6
2019,3,PSO,South Torrance HS,71.051,21.15,15.4,21.0,13.5
2019,6,PSO,South Torrance HS,73.351,22.35,14.8,21.9,14.3
2019,4,PSO,Springford,71.65,20.7,23.25,13.8,13.9
2019,5,PSO,Springford,78.0,23.4,24.3,15.1,15.2
2019,6,PSO,Springford,82.3,24.0,25.8,16.3,16.2
2019,9,PSO,Springford,85.6,25.7,26.7,16.9,16.3
2019,10,PSO,Springford,85.05,25.6,24.75,16.6,18.1
2019,3,PSO,Sunny Hills HS,76.9,23.1,15.3,23.1,15.4
2019,5,PSO,Sunny Hills HS,79.5,24.3,15.0,24.7,15.5
2019,10,PSO,Temple City HS,84.35,24.525,16.85,26.15,16.825
2019,5,PSO,Trabuco Hills HS,78.45,23.85,15.8,22.7,16.1
2019,6,PSO,Trabuco Hills HS,80.35,22.95,16.2,25.2,16.0
2019,7,PSO,Trabuco Hills HS,80.2,24.3,16.7,22.5,16.7
2019,10,PSO,Trabuco Hills HS,81.325,23.775,16.05,25.05,16.45
2019,6,PSO,VIctor J Andrew HS,80.65,24.75,15.5,23.4,17.0
2019,2,PSO,Victor Indoor Percussion Ensemble,61.95,18.9,18.45,12.2,12.4
2019,5,PSO,Victor Indoor Percussion Ensemble,68.0,19.9,20.7,13.5,13.9
2019,7,PSO,Victor Indoor Percussion Ensemble,75.7,21.9,24.6,14.8,14.4
2019,8,PSO,Victor Indoor Percussion Ensemble,78.9,24.1,22.2,16.0,16.6
2019,9,PSO,Victor Indoor Percussion Ensemble,79.35,23.1,24.45,15.5,16.3
2019,10,PSO,Victor Indoor Percussion Ensemble,77.4,23.7,22.5,15.9,15.3
2019,6,PSO,West Ranch HS,83.3,24.9,16.9,24.9,16.6
2019,7,PSO,West Ranch HS,76.851,21.75,16.8,22.6,15.7
2019,3,PSO,Westminster HS,66.05,19.35,13.0,21.2,12.5
2019,6,PSO,Westminster HS,76.001,21.9,15.5,23.9,14.7
2019,7,PSO,Westminster HS,77.001,23.4,15.4,21.9,16.3
2019,3,PSO,William S. Hart HS,72.701,21.3,15.2,21.9,14.3
2019,6,PSO,William S. Hart HS,74.301,22.8,14.4,22.4,14.7
2019,7,PSO,William S. Hart HS,80.951,24.45,15.6,24.7,16.2
2019,10,PSO,William S. Hart HS,87.888,26.887,17.725,26.025,17.25
