year,week,class,name,overall score,music effect,visual effect,music,visual
2015,2,PSA,Abington,67.701,28.2,26.0,13.5,-0.25
2015,4,PSA,Abington,77.501,31.4,31.5,14.6,0.0
2015,8,PSA,Abington,76.4,30.4,30.9,15.1,0.0
2015,1,PSA,Acadiana H.S.,71.45,28.2,30.95,12.3,0.0
2015,4,PSA,Acadiana H.S.,71.751,29.2,30.05,12.5,-1.2
2015,5,PSA,Acadiana H.S.,75.1,31.6,28.7,14.8,0.0
2015,8,PSA,Acadiana H.S.,81.251,33.4,32.75,15.1,0.0
2015,1,PSA,Aliso Niguel HS,73.801,28.0,31.0,14.8,-3.75
2015,2,PSA,Anoka - Coon Rapids High School,77.45,31.8,31.65,14.0,-1.5
2015,3,PSA,Anoka - Coon Rapids High School,75.9,30.4,30.3,15.2,-2.25
2015,6,PSA,Anoka - Coon Rapids High School,81.5,32.4,32.7,16.4,-1.0
2015,0,PSA,Arcadia HS,80.725,32.8,31.725,16.2,-5.7
2015,2,PSA,Arroyo HS,77.925,32.8,29.725,15.4,-7.35
2015,0,PSA,Baldwin Park HS,76.101,29.8,31.5,14.8,-4.1
2015,2,PSA,Baldwin Park HS,71.075,29.0,27.875,14.2,-2.0
2015,1,PSA,Baldwin-Woodville,68.95,26.6,27.95,14.4,-3.0
2015,3,PSA,Baldwin-Woodville,70.25,27.8,28.45,14.0,0.0
2015,6,PSA,Baldwin-Woodville,77.7,31.4,31.0,15.3,0.0
2015,6,PSA,Bensalem,76.001,30.0,31.1,14.9,0.0
2015,8,PSA,Bensalem,78.601,31.2,32.2,15.2,0.0
2015,0,PSA,Biloxi H.S.,74.75,29.8,29.05,15.9,0.0
2015,4,PSA,Biloxi H.S.,82.75,32.8,34.45,15.5,0.0
2015,5,PSA,Biloxi H.S.,83.95,35.0,32.85,16.1,0.0
2015,8,PSA,Biloxi H.S.,89.9,36.0,37.3,16.6,0.0
2015,2,PSA,Bonita HS,70.825,30.0,25.775,15.05,-6.6
2015,1,PSA,Buena HS,78.125,32.0,32.075,14.05,-1.6
2015,3,PSA,Buffalo High School,67.751,26.6,27.35,13.8,-0.5
2015,5,PSA,Buffalo High School,74.8,29.6,30.1,15.1,0.0
2015,6,PSA,Buffalo High School,69.951,28.8,26.95,14.2,0.0
2015,0,PSA,Burnsville High School,72.35,29.8,28.85,13.7,0.0
2015,1,PSA,Burnsville High School,77.7,29.4,31.8,16.5,-0.75
2015,3,PSA,Burnsville High School,77.8,31.2,30.3,16.3,0.0
2015,4,PSA,Burnsville High School,82.1,32.8,32.7,16.6,0.0
2015,6,PSA,Burnsville High School,79.35,32.1,30.15,17.1,-1.4
2015,0,PSA,Cajon HS,76.65,32.0,30.25,14.4,-5.45
2015,2,PSA,Cajon HS,73.376,30.4,29.375,13.6,-5.25
2015,1,PSA,Camarillo HS,69.625,29.0,27.725,12.9,-4.05
2015,2,PSA,Carlsbad HS,79.975,33.2,30.825,15.95,-1.6
2015,0,PSA,Central Lafourche H.S.,64.451,26.8,26.55,11.1,0.0
2015,4,PSA,Central Lafourche H.S.,75.55,30.2,32.05,13.3,0.0
2015,0,PSA,Chaffey HS,79.625,31.6,30.425,17.6,-6.6
2015,1,PSA,Chaparral HS,75.65,30.5,30.45,14.7,-3.75
2015,2,PSA,Coatesville,61.05,23.4,24.45,13.2,-0.1
2015,4,PSA,Coatesville,72.651,29.0,29.35,14.3,0.0
2015,5,PSA,Coatesville,71.451,29.0,29.65,12.8,-10.65
2015,6,PSA,Coatesville,74.15,29.0,30.45,14.7,0.0
2015,8,PSA,Coatesville,72.35,28.4,29.95,14.0,-0.8
2015,6,PSA,Copper Hills High School,67.5,23.6,29.9,14.0,0.0
2015,8,PSA,Copper Hills High School,68.501,27.0,28.0,13.5,0.0
2015,11,PSA,Copper Hills High School,78.95,30.6,33.45,14.9,0.0
2015,3,PSA,Dassel-Cokato High School,76.55,31.6,28.95,16.0,0.0
2015,6,PSA,Dassel-Cokato High School,78.1,29.4,32.3,16.4,0.0
2015,0,PSA,Destrehan H.S.,74.9,31.2,30.0,13.7,0.0
2015,4,PSA,Destrehan H.S.,81.95,33.0,34.05,14.9,0.0
2015,7,PSA,Destrehan H.S.,86.4,35.0,34.7,16.7,0.0
2015,8,PSA,Destrehan H.S.,87.85,36.4,35.35,16.1,0.0
2015,1,PSA,Downey HS,71.4,30.4,28.0,13.0,-1.3
2015,2,PSA,Downingtown,76.9,33.0,28.5,15.4,0.0
2015,4,PSA,Downingtown,79.5,30.8,33.1,15.6,-0.1
2015,8,PSA,Downingtown,86.8,36.8,35.05,14.95,0.0
2015,0,PSA,East Central H.S.,67.55,27.6,27.35,12.6,0.0
2015,5,PSA,East Central H.S.,76.65,31.8,29.65,15.2,0.0
2015,7,PSA,East Central H.S.,79.7,33.2,30.4,16.1,0.0
2015,8,PSA,East Central H.S.,79.551,33.2,32.55,13.8,0.0
