year,week,class,name,overall score,music effect,visual effect,music,visual
2015,6,PIW,Cadets Winter Percussion,89.9,35.8,35.8,18.3,0.0
2015,1,PIW,Dark Sky Percussion,80.6,32.8,32.3,15.5,0.0
2015,8,PIW,Dark Sky Percussion,87.251,35.9,33.25,18.1,0.0
2015,2,PIW,Orange County Independent Percussion,84.45,35.0,32.85,16.6,-1.2
2015,4,PIW,Orange County Independent Percussion,84.45,34.4,32.95,17.1,0.0
2015,5,PIW,Orange County Independent Percussion,84.45,34.6,32.85,17.0,0.0
2015,8,PIW,Orange County Independent Percussion,89.2,36.7,33.9,18.6,0.0
2015,0,PIW,POW Percussion,80.95,31.2,33.35,16.4,0.0
2015,6,PIW,POW Percussion,83.5,33.0,34.2,16.3,0.0
2015,8,PIW,POW Percussion,88.45,35.5,34.55,18.4,-0.5
2015,0,PIW,Pulse Percussion,85.8,34.8,34.0,17.0,0.0
2015,6,PIW,Pulse Percussion,91.35,36.4,37.45,17.5,-0.2
2015,8,PIW,Pulse Percussion,94.25,38.4,36.95,18.9,-0.5
2015,0,PIW,RCC,87.7,35.2,34.8,17.7,0.0
2015,5,PIW,RCC,89.75,36.4,35.25,18.1,0.0
2015,8,PIW,RCC,95.15,38.8,36.75,19.6,0.0
