year,week,class,name,overall score,music effect,visual effect,music,visual
2015,1,PSW,Arcadia HS,82.5,33.6,33.2,15.7,-4.1
2015,6,PSW,Arcadia HS,90.35,36.4,37.55,16.4,-0.6
2015,8,PSW,Arcadia HS,91.95,36.8,37.75,17.4,0.0
2015,1,PSW,Ayala HS,83.375,33.0,34.075,16.3,-1.0
2015,6,PSW,Ayala HS,91.0,35.8,38.1,17.1,0.0
2015,8,PSW,Ayala HS,92.65,37.6,36.95,18.1,0.0
2015,0,PSW,Chino Hills HS,86.65,36.0,33.75,16.9,0.0
2015,1,PSW,Chino Hills HS,85.475,34.8,33.875,16.8,0.0
2015,5,PSW,Chino Hills HS,90.05,36.2,36.55,17.3,-2.5
2015,8,PSW,Chino Hills HS,92.625,37.4,37.225,18.0,0.0
2015,2,PSW,Diamond Bar HS,78.1,29.4,32.3,16.4,-3.75
2015,4,PSW,Diamond Bar HS,82.95,33.6,32.95,16.4,-2.2
2015,6,PSW,Diamond Bar HS,81.45,30.8,34.85,15.8,0.0
2015,2,PSW,Rowland HS,81.25,32.8,31.65,16.8,-8.85
2015,4,PSW,Rowland HS,83.325,33.2,33.025,17.1,-2.6
2015,6,PSW,Rowland HS,84.1,33.0,34.3,16.8,0.0
2015,8,PSW,Rowland HS,86.95,34.6,34.55,17.8,-0.5
