year,week,class,name,overall score,music effect,visual effect,music,visual
2018,1,PSW,Arcadia HS,81.95,24.45,16.5,24.3,16.7
2018,3,PSW,Arcadia HS,80.5,24.6,15.8,24.6,15.5
2018,8,PSW,Arcadia HS,90.7,27.825,17.95,27.2,17.725
2018,11,PSW,Arcadia HS,93.25,28.5,18.4,27.75,18.6
2018,12,PSW,Arcadia HS,96.338,28.913,19.3,29.025,19.1
2018,6,PSW,Avon HS,87.35,26.25,16.8,27.4,16.9
2018,12,PSW,Avon HS,91.976,27.9,18.275,27.85,17.95
2018,3,PSW,Ayala HS,83.15,23.85,17.2,25.0,17.1
2018,5,PSW,Ayala HS,85.1,25.5,16.8,26.0,16.8
2018,7,PSW,Ayala HS,87.9,27.0,18.0,25.9,17.0
2018,8,PSW,Ayala HS,89.513,27.488,18.25,25.85,17.925
2018,10,PSW,Ayala HS,90.75,27.15,18.7,26.3,18.6
2018,11,PSW,Ayala HS,91.95,27.9,18.65,26.425,18.975
2018,12,PSW,Ayala HS,94.538,28.387,19.525,27.475,19.15
2018,4,PSW,Azle HS,74.875,23.775,15.3,21.3,14.5
2018,6,PSW,Azle HS,76.15,22.95,15.4,22.7,15.1
2018,6,PSW,Broken Arrow HS,79.95,23.85,15.7,25.1,15.3
2018,4,PSW,Burleson Centennial HS,81.85,25.35,16.5,23.8,16.2
2018,6,PSW,Burleson Centennial HS,83.95,26.55,16.5,24.4,16.5
2018,12,PSW,Burleson Centennial HS,92.876,28.125,18.4,27.95,18.4
2018,6,PSW,Center Grove HS,81.5,24.6,16.1,24.3,16.5
2018,3,PSW,Centerville HS,74.25,21.45,16.0,22.7,14.1
2018,6,PSW,Centerville HS,82.9,24.9,16.4,25.4,16.2
2018,1,PSW,Chino Hills HS,82.65,24.75,16.6,23.8,17.5
2018,4,PSW,Chino Hills HS,89.6,27.0,17.8,27.2,17.6
2018,5,PSW,Chino Hills HS,87.8,26.1,17.4,27.2,17.1
2018,7,PSW,Chino Hills HS,92.4,27.6,18.7,28.5,17.6
2018,8,PSW,Chino Hills HS,94.25,28.65,19.1,28.2,18.3
2018,10,PSW,Chino Hills HS,93.85,28.35,17.9,28.6,19.0
2018,11,PSW,Chino Hills HS,96.15,28.95,19.35,28.85,19.0
2018,12,PSW,Chino Hills HS,98.775,29.775,19.85,29.825,19.325
2018,5,PSW,Dartmouth HS,89.1,27.3,17.6,26.9,17.3
2018,12,PSW,Dartmouth HS,97.188,29.363,19.7,29.05,19.075
2018,3,PSW,Diamond Bar HS,80.25,23.55,16.6,23.8,16.3
2018,5,PSW,Diamond Bar HS,81.65,24.75,15.2,25.9,15.8
2018,7,PSW,Diamond Bar HS,81.35,25.35,16.0,23.9,16.1
2018,8,PSW,Diamond Bar HS,82.751,26.1,16.4,23.85,16.4
2018,10,PSW,Diamond Bar HS,84.651,25.2,16.9,24.85,17.7
2018,11,PSW,Diamond Bar HS,85.538,26.288,17.375,24.775,17.1
2018,5,PSW,Eden Prairie HS,81.0,24.6,15.9,23.8,16.7
2018,3,PSW,Etiwanda HS,80.25,24.45,16.0,24.1,15.7
2018,4,PSW,Etiwanda HS,85.45,26.25,16.9,25.6,16.7
2018,6,PSW,Etiwanda HS,86.7,27.0,17.2,25.6,16.9
2018,8,PSW,Etiwanda HS,89.3,27.15,18.15,26.35,17.65
2018,10,PSW,Etiwanda HS,89.35,27.6,16.65,27.2,17.9
2018,11,PSW,Etiwanda HS,92.188,28.012,18.825,27.2,18.15
2018,6,PSW,Fishers HS,80.65,22.65,16.6,25.9,15.5
2018,6,PSW,Franklin Central HS,85.95,25.35,17.6,26.0,17.0
2018,12,PSW,Franklin Central HS,93.738,28.237,18.875,27.8,18.825
2018,4,PSW,Homestead HS,80.7,24.6,16.2,25.0,14.9
2018,8,PSW,Homestead HS,84.326,25.575,16.85,25.4,16.5
